"","X1","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"1099",1875,3,"Cigna Health and Life Insurance Company - Washington","WA","PPO","Yes",2,2.5,3,"Commercial","Cigna"
"1100",1969,3,"Connecticut General Life Insurance Company - Washington","WA","PPO","Yes",2,2.5,3,"Commercial","Connecticut General"
"1101",2062,3,"LifeWise Health Plan of Washington","WA","PPO","Yes",2,2.5,2.5,"Commercial","Other"
"1102",2153,3,"Premera Blue Cross","WA","PPO","Yes",2,3,3,"Commercial","Blue"
"1103",2246,3,"Regence BlueCross BlueShield of Oregon","WA","PPO","Yes",2.5,2,3,"Commercial","Blue"
"1104",2341,3,"Regence BlueShield of Idaho","WA","PPO","Yes",2.5,2,2.5,"Commercial","Blue"
"1105",9132,5,"Kaiser Foundation Health Plan of the Northwest, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9003","WA","HMO","Yes",4,5,4.5,"Medicare","Kaiser"
"1106",10130,5,"Kaiser Foundation Health Plan of Washington
                                    
                                        
                                    

                                    
                                        CMS Contract: H5050","WA","HMO","Yes",4.5,5,4,"Medicare","Kaiser"
"1107",11123,4.5,"Aetna Life Insurance Company (Washington)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","WA","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"1108",12115,4,"Providence Health Assurance
                                    
                                        
                                    

                                    
                                        CMS Contract: H9047","WA","HMO/POS","No",4,5,4,"Medicare","Other"
"1109",13111,4,"Regence BlueShield (Washington)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5009","WA","PPO","Yes",3.5,4,3,"Medicare","Blue"
"1110",1498,4,"Regence BlueShield (Washington)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1997","WA","HMO","Yes",3,4,3.5,"Medicare","Blue"
"1111",1596,4,"Sierra Health and Life Insurance Company, Inc. (ID,OR,WA)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","WA","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"1112",1690,3.5,"Asuris Northwest Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H5010","WA","PPO","Yes",3,3,3,"Medicare","Other"
"1113",1783,3.5,"UnitedHealthcare Insurance Company  - Oregon / Washington
                                    
                                        
                                    

                                    
                                        CMS Contract: H1286","WA","HMO","Yes",3,4,3,"Medicare","United"
"1114",1876,3,"Community Health Plan of Washington
                                    
                                        
                                    

                                    
                                        CMS Contract: H5826","WA","HMO","Yes",1.5,3,3,"Medicare","Other"
"1115",1970,3,"Health Alliance Northwest Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3471","WA","HMO","No",3,3,3.5,"Medicare","Health Alliance"
"1116",2063,3,"Soundpath Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H9302","WA","HMO","No",3,3,3,"Medicare","Other"
"1117",2154,3,"UnitedHealthcare Insurance Company (Washington)ʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H5008","WA","HMO","No",1.5,3,3,"Medicare","United"
"1118",2247,2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","WA","PPO","No",2.5,2.5,3,"Medicare","Humana"
"1119",2342,2.5,"Molina Healthcare of Washington, Inc.ʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H5823","WA","HMO","No",1.5,2,3,"Medicare","Molina"
"1120",9133,3.5,"AMERIGROUP Washington, Inc.","WA","HMO","Yes",2.5,3,3,"Medicaid","Other"
"1121",10131,3.5,"Community Health Plan of Washington","WA","HMO","Yes",1.5,3,3.5,"Medicaid","Other"
"1122",11124,3.5,"Coordinated Care Health Plan","WA","HMO","Yes",2.5,3,3,"Medicaid","Other"
"1123",12116,3.5,"Molina Healthcare of Washington, Inc.","WA","HMO","Yes",2.5,3,3.5,"Medicaid","Molina"
"1124",13112,3.5,"UnitedHealthcare of Washington, Inc d/b/a UnitedHealthcare Community Plan, Inc (WA)","WA","HMO","Yes",3,3,3,"Medicaid","United"
"1125",9134,3.5,"Aetna Life Insurance Company (West Virginia)","WV","PPO/EPO","Yes",4,2,3,"Commercial","Aetna"
"1126",10132,3.5,"Highmark West Virginia, Inc.","WV","PPO","Yes",3.5,3,3,"Commercial","Other"
"1127",11125,3.5,"Optimum Choice, Inc.","WV","HMO/POS","Yes",2,3,3,"Commercial","Other"
"1128",12117,3.5,"The Health Plan of the Upper Ohio Valley, Inc. dba The Health Plan","WV","HMO","Yes",3,3.5,3,"Commercial","Other"
"1129",9135,4.5,"Aetna Life Insurance Company (West Virginia)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","WV","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"1130",10133,4,"Aetna Health Inc. (Pennsylvania) - West Virginia
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","WV","HMO","Yes",3,4,3.5,"Medicare","Aetna"
"1131",11126,4,"Sierra Health and Life Insurance Company, Inc.-(DC,DE,MD,VA,WV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","WV","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"1132",12118,3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","WV","PPO","No",4,3.5,3.5,"Medicare","Coventry"
"1133",13114,3.5,"Highmark Senior Solutions Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5106","WV","PPO","Yes",3.5,3,2.5,"Medicare","Other"
